,,,,,,,,,,,,,ALKALINITY DATA,,,,,,,,,,,,,,,,,DIC DATA,,,,,,,,,,,,,CALCULATED DATA (from DIC and TA),,,,
6725,13B,5/10/2016,12:51 AM,Walton Smith,,UK_OFF,26.138,36.411,0,,1.01282665727012,,6/28/2016,Apollo 2,CRM150,2214.71,0.5,25.2,1.024348578,2443.1,2442.6,2442.85,2384.78390226409,2394.56034101232,8.23,8.232,8.231,,,6/26/2016,Apollo,CRM 150,2017.88,24.6,1.024531566,2.8,2107.7,2104.9,2106.30,2055.866378,2054.217387,,,,,,
6726,14B,5/10/2016,1:02 AM,Walton Smith,,UK_MID,26.287,36.610,0,,1.01286164538485,,6/28/2016,Apollo 2,CRM150,2214.71,-2.90000000000009,25.65,1.02435988184359,2439.2,2442.1,2440.65,2382.60990425302,2392.38634300125,8.312,8.312,8.312,,,6/23/2016,Apollo,CRM 150,2017.88,24.6,1.024682200,2.1,2049.9,2047.8,2048.85,1999.497990,1997.848999,,,,,,
6727,15B,5/10/2016,1:13 AM,Walton Smith,,UK_IN,26.148,36.914,0,,1.01264346105846,,6/28/2016,Apollo 2,CRM150,2214.71,-2.09999999999991,25.15,1.024744355,2397.3,2399.4,2398.35,2340.43738634082,2350.21382508905,8.391,8.384,8.3875,,,6/23/2016,Apollo,CRM 150,2017.88,24.6,1.024912349,-1.3,1956.0,1957.3,1956.65,1909.090082,1907.441091,,,,,,
6728,CRM150 - TA,,,,,,,33.40,,,,,7/1/2016,Apollo 2,CRM150,2214.71,4.69999999999982,24.35,1.022328904,2260.5,2255.8,2258.15,2208.82926356432,5.88073643567532,7.979,7.972,7.9755,,,,,,,,,,,,,,,,,,,,
6729,16B,5/10/2016,2:38 AM,Walton Smith,,7,25.979,36.449,0,,1.01269460972797,,7/1/2016,Apollo 2,CRM150,2214.71,-2.30000000000018,24.4,1.024620791,2363.1,2365.4,2364.25,2307.43902608459,2313.31976252027,8.291,8.295,8.293,,,6/23/2016,Apollo,CRM 150,2017.88,24.6,1.024560405,2.8,1932.4,1929.6,1931.00,1884.710741,1883.061750,,,,,,
6730,17B,5/10/2016,3:04 AM,Walton Smith,,8,25.959,36.876,0,,1.01251820646355,,7/1/2016,Apollo 2,CRM150,2214.71,3.29999999999973,24.55,1.024898732,2421.1,2417.8,2419.45,2360.67225491223,2366.55299134791,8.266,8.262,8.264,,,6/26/2016,Apollo,CRM 150,2017.88,24.2,1.025004265,-2.0,2005.4,2007.4,2006.4,1957.45526944159,1955.806278,,,,,,
6731,18B,5/10/2016,3:19 AM,Walton Smith,,9,26.011,36.454,0,,1.01271650111317,,7/1/2016,Apollo 2,CRM150,2214.71,-1.5,24.5,1.02459434630269,2456.8,2458.3,2457.55,2398.55900910269,2404.43974553836,8.176,8.176,8.176,,,6/23/2016,Apollo,CRM 150,2017.88,24.6,1.024564114,-2.4,2099.2,2101.6,2100.40,2050.042522,2048.393531,,,,,,
6732,19B,5/10/2016,4:06 AM,Walton Smith,,9.5,26.162,36.451,0,,1.01282920732164,,7/1/2016,Apollo 2,CRM150,2214.71,-2.79999999999973,24.5,1.024591697,2455.3,2458.1,2456.7,2397.73561330088,2403.61634973655,8.176,8.173,8.1745,,,6/23/2016,Apollo,CRM 150,2017.88,24.6,1.024561464,1.6,2104.5,2102.9,2103.70,2053.268714,2051.619722,,,,,,
6733,20B,5/10/2016,5:12 AM,Walton Smith,,12,26.031,36.465,0,,1.01272740360049,,7/1/2016,Apollo 2,CRM150,2214.71,4.30000000000018,24.45,1.024617383,2457.5,2453.2,2455.35,2396.35793799894,2402.23867443461,8.183,8.178,8.1805,,,6/23/2016,Apollo,CRM 150,2017.88,24.7,1.024541750,-1.0,2097.4,2098.4,2097.90,2047.647156,2045.998164,,,,,,
6734,CRM - DIC,,,,,,,33.40,,,,,,,,,,,,,,,,,,,,,,6/24/2016,Apollo,CRM 150,2017.88,24.9,1.022164522,-2.0,2057.0,2059.0,2058.00,2013.374517,4.505483,,,,,,
6735,21B,5/10/2016,7:31 AM,Walton Smith,,14,25.778,37.024,0,,1.01232810464036,,7/1/2016,Apollo 2,CRM150,2214.71,-0.800000000000182,24.55,1.025010800,2322.0,2322.8,2322.40,2265.73222490366,2271.61296133934,8.266,8.266,8.266,,,6/24/2016,Apollo,CRM 150,2017.88,24.8,1.024934789,1.2,1940.1,1938.9,1939.5,1892.31551236946,1896.820995,,,,,,
6736,22B,5/10/2016,5:55 AM,Walton Smith,,10,25.722,37.331,0,,1.01216945681333,,7/1/2016,Apollo 2,CRM150,2214.71,3.40000000000009,24.5,1.02525846110415,2366.6,2363.2,2364.90,2306.63787690484,2312.51861334051,8.298,8.296,8.297,,,6/24/2016,Apollo,CRM 150,2017.88,24.5,1.025258461,1.1,1930.7,1929.6,1930.15,1882.598460,1887.103943,,,,,,
6737,23B,5/10/2016,7:19 AM,Walton Smith,,13,25.711,36.895,0,,1.01232767873025,,7/1/2016,Apollo 2,CRM150,2214.71,-0.300000000000182,24.6,1.024897963,2301.7,2302.0,2301.85,2245.93089519486,2251.81163163053,8.271,8.269,8.27,,,6/24/2016,Apollo,CRM 150,2017.88,24.8,1.024837150,1.9,1904.7,1902.8,1903.75,1857.612208,1862.117691,,,,,,
6738,24B,5/10/2016,5:40 AM,Walton Smith,,11,26.100,36.768,0,,1.01266346835695,,7/1/2016,Apollo 2,CRM150,2214.71,-2.90000000000009,24.5,1.024832086,2421.0,2423.9,2422.45,2363.75308083307,2369.63381726875,8.228,8.226,8.227,,,6/24/2016,Apollo,CRM 150,2017.88,24.9,1.024710525,-2.6,2041.8,2044.4,2043.10,1993.831379,1998.336862,,,,,,
6882,CRM150-DIC,,,,,,,33.4,,,,,,,,,,,,,,,,,,,,,,8/24/2016,Apollo,CRM 150,2017.88,23.2,1.022664852,3.3,2065.8,2062.6,2064.18,2018.42763565268,-0.547636,,,,,,
6883,CRM150-TA,,,,,,,33.4,,,,,10/18/2016,Apollo1,CRM150,2214.71,4.29999999999973,24.7,1.022224573,2273.6,2269.3,2271.45,2222.06554264226,-7.35554264225584,8.03,8.019,8.0245,,,,,,,,,,,,,,,,,,,,
6884,1Z,7/25/2016,4:06 PM,Walton Smith,,1,29.929,36.337,0,,1.01566149938769,,10/18/2016,Apollo1,CRM150,2214.71,2.60000000000036,24.5,1.024505773,2457.8,2455.2,2456.5,2397.74149119417,2390.38594855191,8.21,8.207,8.2085,,,8/24/2016,Apollo,CRM 150,2017.88,24.9,1.024384439,4.0,2086.2,2082.2,2084.20,2034.58772013684,2034.040084,,,,,,
6885,2Z,7/25/2016,4:17 PM,Walton Smith,,2,29.510,36.280,0,,1.01537263229964,,10/18/2016,Apollo1,CRM150,2214.71,4.59999999999991,24.7,1.024402127,2460.7,2456.1,2458.4,2399.83882777699,2392.48328513473,8.2,8.19,8.195,,,8/24/2016,Apollo,CRM 150,2017.88,24.8,1.024371762,0.7,2095.9,2095.2,2095.55,2045.69285996971,2045.145224,,,,,,
6886,3Z,7/25/2016,4:40 PM,Walton Smith,,3,29.162,36.227,0,,1.01513485940731,,10/18/2016,Apollo1,CRM150,2214.71,3,24.5,1.024422505,2453.2,2450.2,2451.7,2393.25082090188,2385.89527825963,8.19,8.187,8.1885,,,8/24/2016,Apollo,CRM 150,2017.88,24.7,1.024362022,0.7,2095.0,2094.3,2094.65,2044.83371699487,2044.286081,,,,,,
6887,4Z,7/25/2016,7:16 PM,Walton Smith,,EK_IN,30.518,36.547,0,,1.01601800598245,,10/18/2016,Apollo1,CRM150,2214.71,0.199999999999818,24.5,1.024664755,2395.0,2394.8,2394.9,2337.25224595217,2329.89670330992,8.163,8.163,8.163,,,8/24/2016,Apollo,CRM 150,2017.88,24.2,1.024755023,2.2,2051.6,2049.4,2050.50,2000.96603937145,2000.418404,,,,,,
6888,5Z,7/25/2016,7:34 PM,Walton Smith,,EK_MID,29.591,36.277,0,,1.01543379546018,,10/18/2016,Apollo1,CRM150,2214.71,4.19999999999982,24.8,1.024369492,2455.5,2451.3,2453.4,2395.03423129963,2387.67868865737,8.195,8.185,8.19,,,8/24/2016,Apollo,CRM 150,2017.88,24.2,1.024550514,-0.5,2095.1,2095.6,2095.35,2045.14074378537,2044.593108,,,,,,
6889,6Z,7/25/2016,7:48 PM,Walton Smith,,EK_OFF,29.271,36.225,0,,1.01521638233692,,10/18/2016,Apollo1,CRM150,2214.71,-0.399999999999636,24.8,1.024330150,2447.3,2447.7,2447.5,2389.36635709927,2382.01081445702,8.19,8.19,8.19,,,8/24/2016,Apollo,CRM 150,2017.88,23.9,1.024600567,2.8,2096.1,2093.3,2094.70,2044.40644185192,2043.858806,,,,,,
6890,7Z,7/25/2016,10:03 PM,Walton Smith,,4,30.774,36.621,0,,1.01617945163056,,10/18/2016,Apollo1,CRM150,2214.71,0,24.9,1.024599299,2355.7,2355.7,2355.7,2299.14270214101,2291.78715949876,8.188,8.195,8.1915,,,8/24/2016,Apollo,CRM 150,2017.88,24.8,1.024629785,-2.5,2000.5,2003.0,2001.75,1953.63245177074,1953.084816,,,,,,
6891,8Z,7/25/2016,10:29 PM,Walton Smith,,5,30.218,36.300,0,,1.01588977718035,,10/18/2016,Apollo1,CRM150,2214.71,-4.80000000000018,25.2,1.024264651,2560.6,2565.4,2563,2502.2829772689,2494.92743462665,8.197,8.19,8.1935,,,8/24/2016,Apollo,CRM 150,2017.88,24.5,1.024477764,1.1,2096.8,2095.7,2096.25,2046.16446910189,2045.616833,,,,,,
6892,CRM150-TA,,10:43 PM,,,,,33.400,,,,,10/19/2016,Apollo1,CRM150,2214.71,0.300000000000182,24.6,1.022254480,2260.0,2259.7,2259.85,2210.65306488901,4.05693511099025,8.011,7.996,8.0035,,,,,,,,,,,,,,,,,,,,
6893,9Z,7/25/2016,10:43 PM,Walton Smith,,5.5,29.677,36.250,0,,1.01550777362689,,10/19/2016,Apollo1,CRM150,2214.71,-0.900000000000091,25.2,1.024226847,2420.5,2421.4,2420.95,2363.68535553172,2367.74229064271,8.217,8.21,8.2135,,,8/24/2016,Apollo,CRM 150,2017.88,24.7,1.024379426,1.0,2069.5,2068.5,2069.00,2019.75942517164,2019.211790,,,,,,
6894,10Z,7/25/2016,10:53 PM,Walton Smith,,6,29.547,36.204,0,,1.01542886902227,,10/19/2016,Apollo1,CRM150,2214.71,-1.40000000000009,25.4,1.024130510,2427.6,2429.0,2428.3,2371.08452130852,2375.14145641951,8.193,8.192,8.1925,,,8/24/2016,Apollo,CRM 150,2017.88,24.8,1.024314263,-1.4,2083.3,2084.7,2084.00,2034.53185807061,2033.984222,,,,,,
6903,CRM150-DIC,,,,,,,33.400,0,,,,,,,,,,,,,,,,,,,,,9/2/2016,Apollo,CRM 150,2017.88,22.0,1.023004048,-0.2,2078.6,2078.8,2078.65,2031.90789379123,-14.027894,,,,,,
6904,11Z,7/25/2016,11:07 PM,Walton Smith,,6.5,29.726,36.353,0,,1.01550497512988,,10/19/2016,Apollo1,CRM150,2214.71,-1.59999999999991,25.3,1.024273963,2429.8,2431.4,2430.6,2372.99793536591,2377.0548704769,8.206,8.205,8.2055,,,9/2/2016,Apollo,CRM 150,2017.88,24.8,1.024426995,2.6,2085.3,2082.7,2084.00,2034.30797026945,2020.280076,,,,,,
6905,12Z,7/25/2016,11:45 PM,Walton Smith,,MR,29.560,36.210,0,,1.01543622973769,,10/19/2016,Apollo1,CRM150,2214.71,2.80000000000018,25.2,1.024196605,2423.0,2420.2,2421.6,2364.38979294329,2368.44672805428,8.209,8.206,8.2075,,,9/2/2016,Apollo,CRM 150,2017.88,24.8,1.024318802,2.4,2081.3,2078.9,2080.10,2030.71543348983,2016.687540,,,,,,
6906,13Z,7/26/2016,1:40 AM,Walton Smith,,UK_OFF,30.194,36.346,0,,1.01585449170717,,10/19/2016,Apollo1,CRM150,2214.71,1.0,25.2,1.024299431,2434.3,2433.3,2433.8,2376.06302069552,2380.11995580651,8.197,8.197,8.197,,,9/2/2016,Apollo,CRM 150,2017.88,24.3,1.024572790,0.4,2091.3,2090.9,2091.10,2040.94820921609,2026.920315,,,,,,
6907,CRM150-DIC,,,,,,,33.400,0,,,,,,,,,,,,,,,,,,,,,9/7/2016,Apollo,CRM 150,2017.88,21.8,1.023059438,-0.7,2060.1,2060.8,2060.43,2013.98366937285,3.896331,,,,,,
6908,CRM150-TA,,,,,,,33.400,0,,,,10/20/2016,Apollo1,CRM150,2214.71,2.0,24.5,1.022284309,2262.9,2260.9,2261.9,2212.59387440485,2.11612559514788,7.98,7.972,7.976,,,,,,,,,,,,,,,,,,,,
6909,14Z,7/26/2016,1:52 AM,Walton Smith,,UK_MID,30.199,36.293,0,,1.01587835379541,,10/20/2016,Apollo1,CRM150,2214.71,2.5,24.8,1.024381598,2448.3,2445.8,2447.1,2388.80706647016,2390.9231920653,8.213,8.204,8.2085,,,9/7/2016,Apollo,CRM 150,2017.88,24.9,1.024351154,1.7,2086.1,2084.4,2085.25,2035.6788704707,2039.575201,,,,,,
6910,15Z,7/26/2016,2:01 AM,Walton Smith,,UK_IN,30.593,36.430,0,,1.01611826339089,,10/20/2016,Apollo1,CRM150,2214.71,-3.9,24.65,1.024530804,2372.0,2375.9,2374.0,2317.10944322561,2319.22556882076,8.168,8.163,8.1655,,,9/7/2016,Apollo,CRM 150,2017.88,24.8,1.024485256,2.7,2046.9,2044.2,2045.55,1996.6612387068,2000.557569,,,,,,
6911,16Z,7/26/2016,3:37 AM,Walton Smith,,7,30.750,36.741,0,,1.01611568084962,,10/20/2016,Apollo1,CRM150,2214.71,4.5,24.8,1.024720598,2384.6,2380.1,2382.4,2324.87763513913,2326.99376073428,8.174,8.16,8.167,,,9/7/2016,Apollo,CRM 150,2017.88,24.8,1.024720598,26.5,2040.9,2014.4,2027.65,1978.73450034204,1982.630831,,,,,,
6912,17Z,7/26/2016,3:58 AM,Walton Smith,,8,30.146,36.374,0,,1.01580825822926,,10/20/2016,Apollo1,CRM150,2214.71,1.6,24.6,1.024503561,2432.9,2431.3,2432.1,2373.93025595131,2376.04638154646,8.211,8.204,8.2075,,,9/7/2016,Apollo,CRM 150,2017.88,24.5,1.024533783,-1.8,2068.8,2070.6,2069.70,2020.13836427221,2024.034695,,,,,,
6913,18Z,7/26/2016,4:13 AM,Walton Smith,,9,28.900,36.320,0,,1.01490551610327,,10/20/2016,Apollo1,CRM150,2214.71,3.1,24.6,1.024462689,2440.6,2437.5,2439.1,2380.80900966572,2382.92513526087,8.196,8.187,8.1915,,,9/7/2016,Apollo,CRM 150,2017.88,24.7,1.024432396,-2.9,2088.6,2091.5,2090.05,2040.2029527557,2044.099283,,,,,,
6914,19Z,7/26/2016,4:59 AM,Walton Smith,,9.5,29.700,36.310,0,,1.01550204469245,,10/20/2016,Apollo1,CRM150,2214.71,2.8,24.6,1.024455120,2439.7,2436.9,2438.3,2380.09450262381,2382.21062821896,8.162,8.156,8.159,,,9/7/2016,Apollo,CRM 150,2017.88,24.7,1.024424829,-2.8,2076.0,2078.8,2077.40,2027.86963100901,2031.765962,,,,,,
6915,CRM150-TA,,,,,,,33.400,0,,,,10/21/2016,Apollo1,CRM150,2214.71,-0.2,25.0,1.022134378,2259.5,2259.7,2259.6,2210.66823319088,4.04176680911996,8.006,7.997,8.0015,,,,,,,,,,,,,,,,,,,,
6916,20Z,7/26/2016,7:03 AM,Walton Smith,,12,29.818,36.489,0,,1.01552138847758,,10/21/2016,Apollo1,CRM150,2214.71,-2.1,25.1,1.024438259,2351.1,2353.2,2352.15,2296.03880932769,2300.08057613681,8.189,8.178,8.1835,,,9/7/2016,Apollo,CRM 150,2017.88,24.8,1.024529899,-1.9,2032.8,2034.7,2033.75,1985.05675741696,1988.953088,,,,,,
6917,21Z,7/26/2016,7:34 AM,Walton Smith,,11,30.080,36.338,0,,1.01577303592115,,10/21/2016,Apollo1,CRM150,2214.71,2.5,24.8,1.024415645,2384.3,2381.8,2383.1,2326.25303119031,2330.29479799943,8.21,8.211,8.2105,,,9/7/2016,Apollo,CRM 150,2017.88,24.8,1.024415645,1.3,2047.9,2046.6,2047.25,1998.45639751762,2002.352728,,,,,,
6918,22Z,7/26/2016,7:49 AM,Walton Smith,,10,30.299,36.738,0,,1.01578263540408,,10/21/2016,Apollo1,CRM150,2214.71,-3.0,25.0,1.024657246,2339.4,2342.4,2340.9,2284.56882477175,2288.61059158087,8.182,8.201,8.1915,,,9/7/2016,Apollo,CRM 150,2017.88,24.9,1.024687825,2.4,2008.2,2005.8,2007.00,1958.64530703119,1962.541638,,,,,,
6919,23Z,7/26/2016,9:16 AM,Walton Smith,,13,30.414,36.822,0,,1.01583562796817,,10/21/2016,Apollo1,CRM150,2214.71,-3.6,24.9,1.024751387,2146.9,2150.5,2148.7,2096.80126151514,2100.84302832426,8.124,8.114,8.119,,,9/7/2016,Apollo,CRM 150,2017.88,24.9,1.024751387,1.7,1873.5,1871.8,1872.65,1827.41884971207,1831.315180,,,,,,
6920,24Z,7/26/2016,9:28 AM,Walton Smith,,14,30.185,36.730,0,,1.0157012369616,,,,,,0.0,,,,,,,,,,,,,9/7/2016,Apollo,CRM 150,2017.88,24.8,1.024712273,-1.1,1881.8,1882.9,1882.35,1836.95467452814,1840.851005,,,,,,
6921,CRM150-TA,,,,,,,33.400,0,,,,10/18/2016,Apollo2,CRM150,2214.71,2.7,24.5,1.022284309,2270.6,2267.9,2269.25,2219.78365510996,-5.07365510995624,7.988,7.938,7.963,,,,,,,,,,,,,,,,,,,,
6922,1J,7/26/2016,9:43 AM,Walton Smith,,15,29.477,36.380,0,,1.01531020763611,,10/18/2016,Apollo2,CRM150,2214.71,4.4,24.6,1.024508102,2436.7,2432.3,2434.5,2376.26232055954,2371.18866544959,8.206,8.198,8.202,,,9/7/2016,Apollo,CRM 150,2017.88,24.8,1.024447424,-0.5,2074.4,2074.9,2074.65,2025.14053167444,2029.036862,,,,,,
6923,2J,7/26/2016,10:09 AM,Walton Smith,,15.5,29.688,36.433,0,,1.01544639008601,,10/18/2016,Apollo2,CRM150,2214.71,3.9,24.8,1.024487526,2444.6,2440.7,2442.65,2384.26524326365,2379.19158815369,8.205,8.2,8.2025,,,9/7/2016,Apollo,CRM 150,2017.88,24.5,1.024578448,0.1,2080.6,2080.5,2080.55,2030.64001968191,2034.536350,,,,,,
6924,3J,7/26/2016,11:42 AM,Walton Smith,,18,29.498,36.392,0,,1.01532120598442,,10/18/2016,Apollo2,CRM150,2214.71,-1.0,24.9,1.024426046,2444.9,2445.9,2445.4,2387.09276185899,2382.01910674904,8.184,8.181,8.1825,,,9/7/2016,Apollo,CRM 150,2017.88,24.6,1.024517185,2.8,2091.3,2088.5,2089.90,2039.88769627784,2043.784027,,,,,,
6925,4J,7/26/2016,12:11 PM,Walton Smith,,17,29.550,36.317,0,,1.01538822987253,,10/18/2016,Apollo2,CRM150,2214.71,3.7,24.9,1.024369309,2366.5,2362.8,2364.65,2308.39598440863,2303.32232929868,8.163,8.158,8.1605,,,9/7/2016,Apollo,CRM 150,2017.88,24.8,1.024399756,-3.8,2024.8,2028.6,2026.70,1978.42686636981,1982.323197,,,,,,
6926,5J,7/26/2016,12:38 PM,Walton Smith,,16,30.172,36.210,0,,1.01588986464804,,10/18/2016,Apollo2,CRM150,2214.71,0.0,24.9,1.024288369,2096.5,2096.5,2096.5,2046.78688529696,2041.71323018701,8.067,8.06,8.0635,,,9/7/2016,Apollo,CRM 150,2017.88,24.6,1.024379436,2.9,1841.3,1838.4,1839.85,1796.06299739238,1799.959328,,,,,,
6927,CRM150-TA,,,,,,,33.400,0,,,,10/19/2016,Apollo2,CRM150,2214.71,1.5,24.9,1.022164522,2265.1,2263.6,2264.35,2215.25004255467,-0.540042554669981,7.973,7.968,7.9705,,,,,,,,,,,,,,,,,,,,
6928,6J,7/26/2016,2:53 PM,Walton Smith,,19,30.217,36.203,0,,1.01592588293288,,10/19/2016,Apollo2,CRM150,2214.71,2.5,25.0,1.024252564,2219.8,2217.3,2218.55,2166.01849743095,2165.47845487628,7.999,7.995,7.997,,,9/7/2016,Apollo,CRM 150,2017.88,24.7,1.024343861,-0.6,1973.5,1974.1,1973.80,1926.89200900667,1930.788340,,,,,,
6929,CRM150-DIC,,,,,,,33.400,0,,,,,,,,,,,,,,,,,,,,,9/9/2016,Apollo,CRM 150,2017.88,22.9,1.022750747,1.0,2060.8,2059.8,2060.25,2014.42043065338,3.459569,,,,,,
6930,7J,7/26/2016,3:11 PM,Walton Smith,,20,29.466,36.285,0,,1.01533813041358,,10/19/2016,Apollo2,CRM150,2214.71,4.2,24.9,1.024345102,2437.8,2433.6,2435.7,2377.8119256147,2377.27188306003,8.193,8.19,8.1915,,,9/9/2016,Apollo,CRM 150,2017.88,24.8,1.024375545,3.1,2082.8,2079.7,2081.25,2031.72558123078,2035.185151,,,,,,
6931,8J,7/26/2016,3:27 PM,Walton Smith,,21/LK,29.704,36.461,0,,1.01544758615172,,10/19/2016,Apollo2,CRM150,2214.71,3.3,25.3,1.024355611,2445.4,2442.1,2443.75,2385.64613088757,2385.1060883329,8.191,8.19,8.1905,,,9/9/2016,Apollo,CRM 150,2017.88,24.7,1.024539101,1.2,2085.1,2083.9,2084.50,2034.57339775795,2038.032967,,,,,,
6932,9J,7/26/2016,4:50 PM,Walton Smith,,21.5,29.578,36.276,0,,1.01542454109773,,10/19/2016,Apollo2,CRM150,2214.71,1.1,25.0,1.024307775,2433.6,2432.5,2433.05,2375.31146357509,2374.77142102042,8.177,8.171,8.174,,,9/9/2016,Apollo,CRM 150,2017.88,24.2,1.024549756,3.5,2080.6,2077.1,2078.85,2029.03762049363,2032.497190,,,,,,
6933,10J,7/26/2016,6:54 PM,Walton Smith,,WS,29.634,36.415,0,,1.01541322736761,,10/19/2016,Apollo2,CRM150,2214.71,2.2,25.3,1.024320834,2436.1,2433.9,2435,2377.18488005964,2376.64483750497,8.183,8.183,8.183,,,9/9/2016,Apollo,CRM 150,2017.88,24.7,1.024504289,-0.5,2086.0,2086.5,2086.25,2036.35067527332,2039.810245,,,,,,
6934,CRM150-TA,,,,,,,33.400,0,,,,10/20/2016,Apollo2,CRM150,2214.71,0.5,24.6,1.022254480,2264.1,2263.6,2263.85,2214.56598488793,0.144015112071884,7.983,7.976,7.979500000,,,,,,,,,,,,,,,,,,,,
6935,11J,7/26/2016,8:26 PM,Walton Smith,,22.5,29.686,36.327,0,,1.01548521265313,,10/20/2016,Apollo2,CRM150,2214.71,4.59999999999991,24.6,1.024467987,2432.4,2427.8,2430.1,2372.06045539435,2372.20447050642,8.197,8.189,8.193000000,,,9/9/2016,Apollo,CRM 150,2017.88,24.9,1.024376874,-0.8,2079.9,2080.7,2080.30,2030.79555263938,2034.255122,,,,,,
6936,12J,7/26/2016,8:52 PM,Walton Smith,,22,29.515,36.378,0,,1.01533912325368,,10/20/2016,Apollo2,CRM150,2214.71,2.5,24.7,1.024476288,2434.6,2432.1,2433.35,2375.21358809706,2375.35760320913,8.194,9.187,8.6905,,,9/9/2016,Apollo,CRM 150,2017.88,24.9,1.024415455,-0.1,2081.8,2081.9,2081.85,2032.23212767204,2035.691697,,,,,,
6937,14J,7/26/2016,9:28 PM,Walton Smith,,24,29.893,36.282,0,,1.01565571598396,,10/20/2016,Apollo2,CRM150,2214.71,2.59999999999991,24.6,1.024433928,2399.7,2397.1,2398.4,2341.19539969666,2341.33941480873,8.19,8.184,8.187,,,9/9/2016,Apollo,CRM 150,2017.88,24.9,1.024342833,-1.6,2051.8,2053.4,2052.60,2003.82131275547,2007.280882,,,,,,
6938,15J,7/27/2016,2:29 PM,Walton Smith,,57.3,30.514,36.061,0,,1.01619995696662,,10/20/2016,Apollo2,CRM150,2214.71,-2.69999999999982,24.7,1.024236416,2442.5,2445.2,2443.85,2386.02139374932,2386.1654088614,8.19,8.185,8.1875,,,9/9/2016,Apollo,CRM 150,2017.88,24.7,1.024236416,0.5,2089.3,2088.8,2089.05,2039.61699474682,2043.076564,,,,,,
6939,16J,7/27/2016,3:55 PM,Walton Smith,,57.2,30.478,36.273,0,,1.01609279478703,,10/20/2016,Apollo2,CRM150,2214.71,0.799999999999727,24.7,1.024396830,2393.1,2392.3,2392.7,2335.71593514302,2335.85995025509,8.208,8.197,8.2025,,,9/9/2016,Apollo,CRM 150,2017.88,24.9,1.024336025,2.7,2027.2,2024.5,2025.85,1977.72015349015,1981.179723,,,,,,
6940,17J,7/27/2016,5:29 PM,Walton Smith,,57.1,30.293,35.814,0,,1.01612939639462,,10/20/2016,Apollo2,CRM150,2214.71,0.899999999999636,24.7,1.024049543,2436.2,2435.3,2435.75,2378.54703171722,2378.69104682929,8.177,8.173,8.175,,,9/9/2016,Apollo,CRM 150,2017.88,24.9,1.023988857,-0.7,2090.7,2091.4,2091.05,2042.06323610679,2045.522805,,,,,,
6941,CRM150-TA,,,,,,,33.400,0,,,,10/21/2016,Apollo2,CRM150,2214.71,-2.90000000000009,25.2,1.022073856,2260.0,2262.9,2261.45,2212.60918256307,2.1008174369349,8.000,7.997,7.9985,,,,,,,,,,,,,,,,,,,,
6942,20J,7/27/2016,10:01 PM,Walton Smith,,55,30.713,33.255,0,,1.01738467634798,,10/21/2016,Apollo2,CRM150,2214.71,-1.80000000000018,25.2,1.021964411,2827.1,2828.9,2828,2767.21964930648,2769.32046674342,8.336,8.331,8.3335,,,9/9/2016,Apollo,CRM 150,2017.88,24.8,1.022085066,3.4,2362.8,2359.4,2361.10,2310.0816943747,2313.541264,,,,,,
6943,CRM150-DIC,,,,,,,33.400,0,,,,,Apollo2,CRM150,2214.71,,,,,,,,,,,,,,9/21/2016,Apollo,CRM 150,2017.88,23.5,1.022578233,-1.1,2062.5,2063.6,2063.00,2017.44955396283,0.430446,,,,,,
6944,13J,7/26/2016,9:06 PM,Walton Smith,,23,29.750,36.276,0,,1.01555200926904,,10/20/2016,Apollo2,CRM150,2214.71,-1,24.7,1.024399100,2429.5,2430.5,2430,2372.12234895676,2372.26636406883,8.184,8.182,8.183,,,9/21/2016,Apollo,CRM 150,2017.88,24.8,1.024368736,1.1,2085.6,2084.5,2085.05,2035.44868848156,2035.879135,,,,,,
6945,18J,7/27/2016,8:49 PM,Walton Smith,,57,30.542,34.396,0,,1.01684218541332,,10/20/2016,Apollo2,CRM150,2214.71,1,24.6,1.023007506,2619.2,2618.2,2618.7,2559.80526550248,2559.94928061455,8.238,8.233,8.2355,,,9/21/2016,Apollo,CRM 150,2017.88,24.8,1.022947349,2.3,2227.4,2225.1,2226.25,2176.30946684917,2176.739913,,,,,,
6946,19J,7/27/2016,9:23 PM,Walton Smith,,56,30.606,34.080,0,,1.01700572407088,,10/20/2016,Apollo2,CRM150,2214.71,0.400000000000091,24.7,1.022738396,2628.5,2628.1,2628.3,2569.86538265243,2570.0093977645,8.238,8.232,8.235,,,9/21/2016,Apollo,CRM 150,2017.88,24.8,1.022708320,-3.7,2244.0,2247.7,2245.85,2195.98291640119,2196.413362,,,,,,
6947,21J,7/27/2016,10:57 PM,Walton Smith,,54,30.940,32.687,0,,1.01775705558871,,10/21/2016,Apollo2,CRM150,2214.71,3.09999999999991,24.9,1.021626159,3150.2,3147.1,3148.65,3081.99821635721,3084.09903379414,8.21,8.21,8.21,,,9/21/2016,Apollo,CRM 150,2017.88,24.8,1.021656130,0.2,2751.7,2751.5,2751.60,2693.27410539235,2693.704551,,,,,,
6948,22J,7/28/2016,5:53 PM,Walton Smith,,57.3b,30.569,36.041,0,,1.01624832424895,,10/21/2016,Apollo2,CRM150,2214.71,2.09999999999991,25.2,1.024068841,2375.1,2373.0,2374.05,2318.25235235766,2320.3531697946,8.233,8.238,8.2355,,,9/21/2016,Apollo,CRM 150,2017.88,24.5,1.024281717,0.3,2010.7,2010.4,2010.55,1962.8877154431,1963.318161,,,,,,
